model,model_path,random_state,parent_run_id,n_features_in,feature_names_in,best_performance_tuning,concordance_index_censored,concordance_index_ipcw,integrated_brier_score,mean_cumulative_dynamic_auc
CoxPHSurvivalAnalysis_grant_finetune_T1,raw_CoxPHSurvivalAnalysis_grant_finetune_T1_932.pkl,932,aa43d957-1db3-460b-975e-1404d76dee30,4,"['ANM_1_age' 'IST_1_kidney1PathologicalStage2009'
 'IST_1_kidney1PN2009_1_0' 'IST_1_kidney1Grading']",,0.8620658383966627,0.8732510077955348,0.028808224849129715,0.8475562879378128
RandomSurvivalForest_selector_T0,../models_json/raw_RandomSurvivalForest_selector_T0_890.json,890,23dafcc0-c92c-4be1-b7ed-d07ad4197a52,106,More than 50 features,-0.8652786071800532,0.8129107769874854,0.8024911624687939,0.03896240647190115,0.8396220031072569
RandomSurvivalForest_selector_T1,../models_json/raw_RandomSurvivalForest_selector_T1_890.json,890,23dafcc0-c92c-4be1-b7ed-d07ad4197a52,206,More than 50 features,-0.9155128054249573,0.8218240749077158,0.8168443855292665,0.03588889838794876,0.8436846570571771
CoxPHSurvivalAnalysis_grant_finetune_T1,raw_CoxPHSurvivalAnalysis_grant_finetune_T1_890.pkl,890,23dafcc0-c92c-4be1-b7ed-d07ad4197a52,4,"['ANM_1_age' 'IST_1_kidney1PathologicalStage2009'
 'IST_1_kidney1PN2009_1_0' 'IST_1_kidney1Grading']",,0.7989556135770235,0.79998175827189,0.03704697765623198,0.8060676023614649
RandomSurvivalForest_selector_T0,../models_json/raw_RandomSurvivalForest_selector_T0_885.json,885,6ec3e3c6-b1b3-4b4d-86da-e066a2c499d3,106,More than 50 features,-0.878837336031926,0.771087680355161,0.7676677727880309,0.03527941885407092,0.7890630288762827
RandomSurvivalForest_selector_T1,../models_json/raw_RandomSurvivalForest_selector_T1_885.json,885,6ec3e3c6-b1b3-4b4d-86da-e066a2c499d3,206,More than 50 features,-0.9086032389433697,0.8584443211246763,0.839915126878648,0.031772734331175695,0.8931619991736021
CoxPHSurvivalAnalysis_grant_finetune_T1,raw_CoxPHSurvivalAnalysis_grant_finetune_T1_885.pkl,885,6ec3e3c6-b1b3-4b4d-86da-e066a2c499d3,4,"['ANM_1_age' 'IST_1_kidney1PathologicalStage2009'
 'IST_1_kidney1PN2009_1_0' 'IST_1_kidney1Grading']",,0.8362467628560858,0.8103145848980255,0.030819643613435293,0.8834023404852726
RandomSurvivalForest_selector_T0,../models_json/raw_RandomSurvivalForest_selector_T0_828.json,828,8c3c331a-26ac-4301-9ef2-9fc9c036d924,106,More than 50 features,-0.8534008111990783,0.885444267797209,0.8654709414373907,0.034916481710472375,0.913686701396813
RandomSurvivalForest_selector_T1,../models_json/raw_RandomSurvivalForest_selector_T1_828.json,828,8c3c331a-26ac-4301-9ef2-9fc9c036d924,206,More than 50 features,-0.8886468228548065,0.9192722133898604,0.8950099760852239,0.029023653743725515,0.9499624027444098
CoxPHSurvivalAnalysis_grant_finetune_T1,raw_CoxPHSurvivalAnalysis_grant_finetune_T1_828.pkl,828,8c3c331a-26ac-4301-9ef2-9fc9c036d924,4,"['ANM_1_age' 'IST_1_kidney1PathologicalStage2009'
 'IST_1_kidney1PN2009_1_0' 'IST_1_kidney1Grading']",,0.8977654124712948,0.8643459739380168,0.025752576270150943,0.9458976703604046
RandomSurvivalForest_selector_T0,../models_json/raw_RandomSurvivalForest_selector_T0_826.json,826,46a49fab-0b04-41fb-904f-e4ff282984b2,106,More than 50 features,-0.8644323047483471,0.8383500557413601,0.8346640259283741,0.03384942187040648,0.8426657311708978
RandomSurvivalForest_selector_T1,../models_json/raw_RandomSurvivalForest_selector_T1_826.json,826,46a49fab-0b04-41fb-904f-e4ff282984b2,206,More than 50 features,-0.8946463030101295,0.9035674470457079,0.885301854606461,0.02857989047697028,0.9295103616122934
CoxPHSurvivalAnalysis_grant_finetune_T1,raw_CoxPHSurvivalAnalysis_grant_finetune_T1_826.pkl,826,46a49fab-0b04-41fb-904f-e4ff282984b2,4,"['ANM_1_age' 'IST_1_kidney1PathologicalStage2009'
 'IST_1_kidney1PN2009_1_0' 'IST_1_kidney1Grading']",,0.8909327387588257,0.8753028603627354,0.027160866689739722,0.9116518788457576
RandomSurvivalForest_selector_T0,../models_json/raw_RandomSurvivalForest_selector_T0_825.json,825,25f76a4d-51ae-4fd4-966f-ded950aa3c90,106,More than 50 features,-0.8626063036517087,0.8318805637982196,0.8330024544363855,0.035217318851315474,0.8490967249610403
RandomSurvivalForest_selector_T1,../models_json/raw_RandomSurvivalForest_selector_T1_825.json,825,25f76a4d-51ae-4fd4-966f-ded950aa3c90,206,More than 50 features,-0.9123608796486187,0.8354970326409495,0.8394352583213752,0.03285788024265909,0.8509985875560059
CoxPHSurvivalAnalysis_grant_finetune_T1,raw_CoxPHSurvivalAnalysis_grant_finetune_T1_825.pkl,825,25f76a4d-51ae-4fd4-966f-ded950aa3c90,4,"['ANM_1_age' 'IST_1_kidney1PathologicalStage2009'
 'IST_1_kidney1PN2009_1_0' 'IST_1_kidney1Grading']",,0.8144473293768546,0.8197480525413386,0.034531502700759616,0.8234038791142064
RandomSurvivalForest_selector_T0,../models_json/raw_RandomSurvivalForest_selector_T0_818.json,818,e9694422-eb7e-47a5-86d9-9a0b02239ae4,106,More than 50 features,-0.8639331977590711,0.8528782748173231,0.851127869723721,0.03746857556756774,0.8616175836757033
RandomSurvivalForest_selector_T1,../models_json/raw_RandomSurvivalForest_selector_T1_818.json,818,e9694422-eb7e-47a5-86d9-9a0b02239ae4,206,More than 50 features,-0.8980002482347889,0.9051862413117091,0.8940024877336211,0.03202798910198458,0.9238298688029127
CoxPHSurvivalAnalysis_grant_finetune_T1,raw_CoxPHSurvivalAnalysis_grant_finetune_T1_818.pkl,818,e9694422-eb7e-47a5-86d9-9a0b02239ae4,4,"['ANM_1_age' 'IST_1_kidney1PathologicalStage2009'
 'IST_1_kidney1PN2009_1_0' 'IST_1_kidney1Grading']",,0.8944038495811798,0.8733789613490301,0.03019696755349022,0.9304749879299641
RandomSurvivalForest_selector_T0,../models_json/raw_RandomSurvivalForest_selector_T0_805.json,805,28d033fd-0427-4b39-9f07-4da212f07763,106,More than 50 features,-0.86444318217392,0.8787153768289316,0.8608277291488745,0.033913708727073034,0.9171752550948581
RandomSurvivalForest_selector_T1,../models_json/raw_RandomSurvivalForest_selector_T1_805.json,805,28d033fd-0427-4b39-9f07-4da212f07763,206,More than 50 features,-0.8921545113553367,0.9384374712432134,0.9258829318034099,0.02932522226184329,0.9602203471879853
CoxPHSurvivalAnalysis_grant_finetune_T1,raw_CoxPHSurvivalAnalysis_grant_finetune_T1_805.pkl,805,28d033fd-0427-4b39-9f07-4da212f07763,4,"['ANM_1_age' 'IST_1_kidney1PathologicalStage2009'
 'IST_1_kidney1PN2009_1_0' 'IST_1_kidney1Grading']",,0.9145578356492132,0.9029467061805044,0.02784122908472716,0.9379496098586784
RandomSurvivalForest_selector_T0,../models_json/raw_RandomSurvivalForest_selector_T0_790.json,790,9f8fe069-b715-4a80-9e57-a9120eb236f8,106,More than 50 features,-0.8673886058284914,0.8309148264984227,0.8324906901570968,0.038276999857406215,0.8257684968891783
RandomSurvivalForest_selector_T1,../models_json/raw_RandomSurvivalForest_selector_T1_790.json,790,9f8fe069-b715-4a80-9e57-a9120eb236f8,206,More than 50 features,-0.8957200053452908,0.898783235691753,0.8974702539447792,0.0323880779431782,0.8965668180090528
CoxPHSurvivalAnalysis_grant_finetune_T1,raw_CoxPHSurvivalAnalysis_grant_finetune_T1_790.pkl,790,9f8fe069-b715-4a80-9e57-a9120eb236f8,4,"['ANM_1_age' 'IST_1_kidney1PathologicalStage2009'
 'IST_1_kidney1PN2009_1_0' 'IST_1_kidney1Grading']",,0.881207751239297,0.8778819524467004,0.03298418982647406,0.884801336044172
RandomSurvivalForest_selector_T0,../models_json/raw_RandomSurvivalForest_selector_T0_775.json,775,dc34a598-5605-4b3b-8765-7c27fde449ae,106,More than 50 features,-0.8570444462120393,0.8267353579175705,0.815967083965689,0.036293598783830885,0.8509081888558078
RandomSurvivalForest_selector_T1,../models_json/raw_RandomSurvivalForest_selector_T1_775.json,775,dc34a598-5605-4b3b-8765-7c27fde449ae,206,More than 50 features,-0.8972734367561976,0.8560647143890094,0.844957000551956,0.03151775964792337,0.8801231222946984
CoxPHSurvivalAnalysis_grant_finetune_T1,raw_CoxPHSurvivalAnalysis_grant_finetune_T1_775.pkl,775,dc34a598-5605-4b3b-8765-7c27fde449ae,4,"['ANM_1_age' 'IST_1_kidney1PathologicalStage2009'
 'IST_1_kidney1PN2009_1_0' 'IST_1_kidney1Grading']",,0.8506869125090383,0.8420076385465877,0.029979664542495007,0.8695825688426133
RandomSurvivalForest_selector_T0,../models_json/raw_RandomSurvivalForest_selector_T0_771.json,771,896ae15f-aceb-4189-9048-7c23f9b900e9,106,More than 50 features,-0.8715312258168405,0.8211219977455996,0.8165188242803392,0.04031820486867617,0.8539141233849258
RandomSurvivalForest_selector_T1,../models_json/raw_RandomSurvivalForest_selector_T1_771.json,771,896ae15f-aceb-4189-9048-7c23f9b900e9,206,More than 50 features,-0.8937837811093925,0.9028006589785832,0.8962243872790742,0.03560277126995607,0.9187840253526561
CoxPHSurvivalAnalysis_grant_finetune_T1,raw_CoxPHSurvivalAnalysis_grant_finetune_T1_771.pkl,771,896ae15f-aceb-4189-9048-7c23f9b900e9,4,"['ANM_1_age' 'IST_1_kidney1PathologicalStage2009'
 'IST_1_kidney1PN2009_1_0' 'IST_1_kidney1Grading']",,0.9125119223098933,0.9072417882539363,0.028361106672940714,0.9213662737711713
RandomSurvivalForest_selector_T0,../models_json/raw_RandomSurvivalForest_selector_T0_759.json,759,22fc7f3d-1435-4f4d-a1c9-458e2f2039fc,106,More than 50 features,-0.8644034324589305,0.8345246604717655,0.8160936695107822,0.03608611266243183,0.8617919898863651
RandomSurvivalForest_selector_T1,../models_json/raw_RandomSurvivalForest_selector_T1_759.json,759,22fc7f3d-1435-4f4d-a1c9-458e2f2039fc,206,More than 50 features,-0.9052085558195178,0.8527519656897784,0.8235402386689183,0.031203247870779164,0.895331396643811
CoxPHSurvivalAnalysis_grant_finetune_T1,raw_CoxPHSurvivalAnalysis_grant_finetune_T1_759.pkl,759,22fc7f3d-1435-4f4d-a1c9-458e2f2039fc,4,"['ANM_1_age' 'IST_1_kidney1PathologicalStage2009'
 'IST_1_kidney1PN2009_1_0' 'IST_1_kidney1Grading']",,0.8582022873481058,0.8214366744517424,0.028878385021388543,0.9140899226741953
RandomSurvivalForest_selector_T0,../models_json/raw_RandomSurvivalForest_selector_T0_758.json,758,5fc58a84-9161-4d08-9cd9-832390b79fb6,106,More than 50 features,-0.8632791825038634,0.8295065730235909,0.82013250357028,0.03810218527697261,0.8597938885961746
RandomSurvivalForest_selector_T1,../models_json/raw_RandomSurvivalForest_selector_T1_758.json,758,5fc58a84-9161-4d08-9cd9-832390b79fb6,206,More than 50 features,-0.9081994966911656,0.8890689717269944,0.8866299680044392,0.032564417811135726,0.9070885067458851
CoxPHSurvivalAnalysis_grant_finetune_T1,raw_CoxPHSurvivalAnalysis_grant_finetune_T1_758.pkl,758,5fc58a84-9161-4d08-9cd9-832390b79fb6,4,"['ANM_1_age' 'IST_1_kidney1PathologicalStage2009'
 'IST_1_kidney1PN2009_1_0' 'IST_1_kidney1Grading']",,0.8757428417071853,0.8777564446624664,0.03225567227311703,0.8869972523945857
RandomSurvivalForest_selector_T0,../models_json/raw_RandomSurvivalForest_selector_T0_755.json,755,f3eba1b8-3c25-4bba-ad9f-fb638e9233c3,106,More than 50 features,-0.8625213186765638,0.8365534291731527,0.8294385139862657,0.037413888712422794,0.8492060426181771
RandomSurvivalForest_selector_T1,../models_json/raw_RandomSurvivalForest_selector_T1_755.json,755,f3eba1b8-3c25-4bba-ad9f-fb638e9233c3,206,More than 50 features,-0.893202795015261,0.9210694991301163,0.9198569427389265,0.03091221254573922,0.9261765476093492
CoxPHSurvivalAnalysis_grant_finetune_T1,raw_CoxPHSurvivalAnalysis_grant_finetune_T1_755.pkl,755,f3eba1b8-3c25-4bba-ad9f-fb638e9233c3,4,"['ANM_1_age' 'IST_1_kidney1PathologicalStage2009'
 'IST_1_kidney1PN2009_1_0' 'IST_1_kidney1Grading']",,0.8812837652229649,0.8723758013037705,0.02902440209658266,0.8941019312077573
RandomSurvivalForest_selector_T0,../models_json/raw_RandomSurvivalForest_selector_T0_754.json,754,5886a388-374d-45d2-9d30-1215b85d3aef,106,More than 50 features,-0.8658362548796708,0.8519917273626473,0.8469533125924751,0.03693183727744162,0.8758254133837589
RandomSurvivalForest_selector_T1,../models_json/raw_RandomSurvivalForest_selector_T1_754.json,754,5886a388-374d-45d2-9d30-1215b85d3aef,206,More than 50 features,-0.8980564214689861,0.8875101159967629,0.8884743630738051,0.03387473907309698,0.9053946394612256
CoxPHSurvivalAnalysis_grant_finetune_T1,raw_CoxPHSurvivalAnalysis_grant_finetune_T1_754.pkl,754,5886a388-374d-45d2-9d30-1215b85d3aef,4,"['ANM_1_age' 'IST_1_kidney1PathologicalStage2009'
 'IST_1_kidney1PN2009_1_0' 'IST_1_kidney1Grading']",,0.8877349159248269,0.8873569449194855,0.03375065194431038,0.9069684506010459
RandomSurvivalForest_selector_T0,../models_json/raw_RandomSurvivalForest_selector_T0_734.json,734,9013c4f5-6255-46f0-95ba-3287749b9bd2,106,More than 50 features,-0.8597107521181112,0.8630510386314503,0.8589461124588335,0.031148903877280178,0.8773969642912589
RandomSurvivalForest_selector_T1,../models_json/raw_RandomSurvivalForest_selector_T1_734.json,734,9013c4f5-6255-46f0-95ba-3287749b9bd2,206,More than 50 features,-0.9052520491514366,0.8862675063445813,0.8757816250327131,0.028354682402128798,0.9033819611755972
CoxPHSurvivalAnalysis_grant_finetune_T1,raw_CoxPHSurvivalAnalysis_grant_finetune_T1_734.pkl,734,9013c4f5-6255-46f0-95ba-3287749b9bd2,4,"['ANM_1_age' 'IST_1_kidney1PathologicalStage2009'
 'IST_1_kidney1PN2009_1_0' 'IST_1_kidney1Grading']",,0.8331140144750446,0.8237531407866563,0.027766238899530747,0.8572519639088921
RandomSurvivalForest_selector_T0,../models_json/raw_RandomSurvivalForest_selector_T0_733.json,733,171b7dfe-de40-43ea-8263-b24c11a5d098,106,More than 50 features,-0.8710635593565945,0.8051563061444484,0.7825118869725406,0.0375669737964481,0.8562139498783071
RandomSurvivalForest_selector_T1,../models_json/raw_RandomSurvivalForest_selector_T1_733.json,733,171b7dfe-de40-43ea-8263-b24c11a5d098,206,More than 50 features,-0.906421156653644,0.8600431189363996,0.8295975344148927,0.03321654546145142,0.907058833836936
CoxPHSurvivalAnalysis_grant_finetune_T1,raw_CoxPHSurvivalAnalysis_grant_finetune_T1_733.pkl,733,171b7dfe-de40-43ea-8263-b24c11a5d098,4,"['ANM_1_age' 'IST_1_kidney1PathologicalStage2009'
 'IST_1_kidney1PN2009_1_0' 'IST_1_kidney1Grading']",,0.8640855192238591,0.8392173869787964,0.029014454787519735,0.9007763922185129
RandomSurvivalForest_selector_T0,../models_json/raw_RandomSurvivalForest_selector_T0_718.json,718,a216fbd5-77dc-4234-8307-47bcee2f4c85,106,More than 50 features,-0.8694979045525235,0.8009426115885777,0.8066594595475538,0.03533776160502749,0.795295596275745
RandomSurvivalForest_selector_T1,../models_json/raw_RandomSurvivalForest_selector_T1_718.json,718,a216fbd5-77dc-4234-8307-47bcee2f4c85,206,More than 50 features,-0.8987540611496962,0.8779225579890952,0.879971145299061,0.030895276842839284,0.8849302135570041
CoxPHSurvivalAnalysis_grant_finetune_T1,raw_CoxPHSurvivalAnalysis_grant_finetune_T1_718.pkl,718,a216fbd5-77dc-4234-8307-47bcee2f4c85,4,"['ANM_1_age' 'IST_1_kidney1PathologicalStage2009'
 'IST_1_kidney1PN2009_1_0' 'IST_1_kidney1Grading']",,0.8543572682746512,0.8460742680808434,0.02886769467129248,0.8778550256832193
RandomSurvivalForest_selector_T0,../models_json/raw_RandomSurvivalForest_selector_T0_704.json,704,8caa283e-eeaa-49b6-a2aa-2a0108d56537,106,More than 50 features,-0.86216995793409,0.8583400919167342,0.8380122307936053,0.035304691100386774,0.8818402890045077
RandomSurvivalForest_selector_T1,../models_json/raw_RandomSurvivalForest_selector_T1_704.json,704,8caa283e-eeaa-49b6-a2aa-2a0108d56537,206,More than 50 features,-0.9014371498314702,0.9024961701360729,0.8773075753708113,0.029811133376188723,0.9365777429452943
CoxPHSurvivalAnalysis_grant_finetune_T1,raw_CoxPHSurvivalAnalysis_grant_finetune_T1_704.pkl,704,8caa283e-eeaa-49b6-a2aa-2a0108d56537,4,"['ANM_1_age' 'IST_1_kidney1PathologicalStage2009'
 'IST_1_kidney1PN2009_1_0' 'IST_1_kidney1Grading']",,0.905965576281878,0.8736967376807943,0.025011154151357757,0.9507498347997787
RandomSurvivalForest_selector_T0,../models_json/raw_RandomSurvivalForest_selector_T0_697.json,697,8186adcf-015f-453b-90d5-281df0860188,106,More than 50 features,-0.8513634004052426,0.8942719486081371,0.8935891974175669,0.03631466932006855,0.9111669553579052
RandomSurvivalForest_selector_T1,../models_json/raw_RandomSurvivalForest_selector_T1_697.json,697,8186adcf-015f-453b-90d5-281df0860188,206,More than 50 features,-0.8954445691266913,0.9160421127765882,0.9157810569746285,0.031571414436546166,0.9265906377417208
CoxPHSurvivalAnalysis_grant_finetune_T1,raw_CoxPHSurvivalAnalysis_grant_finetune_T1_697.pkl,697,8186adcf-015f-453b-90d5-281df0860188,4,"['ANM_1_age' 'IST_1_kidney1PathologicalStage2009'
 'IST_1_kidney1PN2009_1_0' 'IST_1_kidney1Grading']",,0.8902569593147751,0.8863505181241905,0.030665352346735356,0.9107544804209746
RandomSurvivalForest_selector_T0,../models_json/raw_RandomSurvivalForest_selector_T0_694.json,694,c58bfc9c-324c-485d-a2fb-6193b60d17e4,106,More than 50 features,-0.8625550051229534,0.7689986282578876,0.7516572779248388,0.03785286320511471,0.8186208183262335
RandomSurvivalForest_selector_T1,../models_json/raw_RandomSurvivalForest_selector_T1_694.json,694,c58bfc9c-324c-485d-a2fb-6193b60d17e4,206,More than 50 features,-0.8941335687322015,0.9000457247370828,0.901121400850294,0.032045622837932344,0.9073214474354964
CoxPHSurvivalAnalysis_grant_finetune_T1,raw_CoxPHSurvivalAnalysis_grant_finetune_T1_694.pkl,694,c58bfc9c-324c-485d-a2fb-6193b60d17e4,4,"['ANM_1_age' 'IST_1_kidney1PathologicalStage2009'
 'IST_1_kidney1PN2009_1_0' 'IST_1_kidney1Grading']",,0.8950617283950617,0.8989150620378745,0.031038840708217597,0.8964634535795749
RandomSurvivalForest_selector_T0,../models_json/raw_RandomSurvivalForest_selector_T0_692.json,692,cb95f04e-c840-4542-9f69-e53be0aca3ee,106,More than 50 features,-0.8590758096595129,0.8585876993166287,0.835198876180984,0.036467731247491975,0.900177179573876
RandomSurvivalForest_selector_T1,../models_json/raw_RandomSurvivalForest_selector_T1_692.json,692,cb95f04e-c840-4542-9f69-e53be0aca3ee,206,More than 50 features,-0.8998667994568175,0.8922095671981777,0.8673696772867312,0.029997781147325896,0.9325486588371538
CoxPHSurvivalAnalysis_grant_finetune_T1,raw_CoxPHSurvivalAnalysis_grant_finetune_T1_692.pkl,692,cb95f04e-c840-4542-9f69-e53be0aca3ee,4,"['ANM_1_age' 'IST_1_kidney1PathologicalStage2009'
 'IST_1_kidney1PN2009_1_0' 'IST_1_kidney1Grading']",,0.9210478359908884,0.9066634538014058,0.02814545532268475,0.9440718608283778
RandomSurvivalForest_selector_T0,../models_json/raw_RandomSurvivalForest_selector_T0_667.json,667,ec7640a6-9256-40da-bf2a-4388efa19a01,106,More than 50 features,-0.86698219026815,0.8124941811749371,0.8249460607179291,0.03724922780467096,0.8040357654276579
RandomSurvivalForest_selector_T1,../models_json/raw_RandomSurvivalForest_selector_T1_667.json,667,ec7640a6-9256-40da-bf2a-4388efa19a01,206,More than 50 features,-0.903077281372753,0.8825993855320734,0.8852131677902199,0.03211336963534645,0.8899103219356467
CoxPHSurvivalAnalysis_grant_finetune_T1,raw_CoxPHSurvivalAnalysis_grant_finetune_T1_667.pkl,667,ec7640a6-9256-40da-bf2a-4388efa19a01,4,"['ANM_1_age' 'IST_1_kidney1PathologicalStage2009'
 'IST_1_kidney1PN2009_1_0' 'IST_1_kidney1Grading']",,0.8572758588585793,0.8561865565156387,0.031227566567989678,0.8724875064651941
RandomSurvivalForest_selector_T0,../models_json/raw_RandomSurvivalForest_selector_T0_665.json,665,abee4696-bc68-49be-bff6-e581519ae4a9,106,More than 50 features,-0.8660925315334576,0.833966702859211,0.8451438458348514,0.03599921784123885,0.7960852755948351
RandomSurvivalForest_selector_T1,../models_json/raw_RandomSurvivalForest_selector_T1_665.json,665,abee4696-bc68-49be-bff6-e581519ae4a9,206,More than 50 features,-0.9009933155174311,0.8898841838581252,0.8934418311728035,0.03224140697687828,0.8880805502041526
CoxPHSurvivalAnalysis_grant_finetune_T1,raw_CoxPHSurvivalAnalysis_grant_finetune_T1_665.pkl,665,abee4696-bc68-49be-bff6-e581519ae4a9,4,"['ANM_1_age' 'IST_1_kidney1PathologicalStage2009'
 'IST_1_kidney1PN2009_1_0' 'IST_1_kidney1Grading']",,0.8757690915671371,0.882036749763397,0.030057103779536496,0.8709089010767487
RandomSurvivalForest_selector_T0,../models_json/raw_RandomSurvivalForest_selector_T0_654.json,654,ed51c473-3f22-41ba-90d3-8db760fa133b,106,More than 50 features,-0.8700901770921827,0.8149086303600507,0.8216165812951021,0.03665677540397011,0.8136748184912785
RandomSurvivalForest_selector_T1,../models_json/raw_RandomSurvivalForest_selector_T1_654.json,654,ed51c473-3f22-41ba-90d3-8db760fa133b,206,More than 50 features,-0.9035909841282003,0.8817622580061516,0.8791316336459053,0.033449909849051544,0.8894489382817463
CoxPHSurvivalAnalysis_grant_finetune_T1,raw_CoxPHSurvivalAnalysis_grant_finetune_T1_654.pkl,654,ed51c473-3f22-41ba-90d3-8db760fa133b,4,"['ANM_1_age' 'IST_1_kidney1PathologicalStage2009'
 'IST_1_kidney1PN2009_1_0' 'IST_1_kidney1Grading']",,0.86968518183463,0.8584917212539773,0.031024405288073358,0.895593861985622
RandomSurvivalForest_selector_T0,../models_json/raw_RandomSurvivalForest_selector_T0_619.json,619,c4eb6392-c6b1-442c-9cf0-d3341137457b,106,More than 50 features,-0.8656567862315789,0.8241502683363149,0.8120995414982143,0.03773659274416681,0.8527862121998956
